team,week,goals,assists,shots,shots_on_goal,fouls_committed,yellow_cards,red_cards,offsides,corners,possession,passes,interceptions,home,shot_accuracy,opp_shots,opp_shots_on_goal,opp_yellow_cards,opp_red_cards,opp_goals,opp_assists,opp_fouls_committed,opp_team,points_won
Talleres,23.0,1.0,0.0,6.0,2.0,7.0,0.0,0.0,3.0,3.0,0.6,417.0,40.0,1.0,0.3333333333333333,13.0,6.0,2.0,0.0,2.0,2.0,17.0,Newell's Old Boys,0
Velez Sarsfield,23.0,2.0,2.0,15.0,3.0,16.0,4.0,0.0,2.0,5.0,0.56,229.0,6.0,1.2,0.2,11.0,6.0,3.0,0.0,2.0,1.0,15.0,San Lorenzo,1
San Lorenzo,23.0,2.0,1.0,11.0,6.0,15.0,3.0,0.0,1.0,5.0,0.44,135.0,38.0,1.0,0.5454545454545454,15.0,3.0,4.0,0.0,2.0,2.0,16.0,Velez Sarsfield,1
Argentinos Jrs.,24.0,1.0,1.0,11.0,4.0,15.0,2.0,0.0,2.0,9.0,0.52,259.0,11.0,1.2,0.36363636363636365,9.0,2.0,3.0,0.0,0.0,0.0,14.0,Olimpo,3
Olimpo,24.0,0.0,0.0,9.0,2.0,14.0,3.0,0.0,2.0,3.0,0.48,189.0,47.0,1.0,0.2222222222222222,11.0,4.0,2.0,0.0,1.0,1.0,15.0,Argentinos Jrs.,0
Estudiantes de La Plata,24.0,0.0,0.0,10.0,4.0,10.0,1.0,0.0,2.0,1.0,0.51,369.0,15.0,1.2,0.4,4.0,1.0,3.0,0.0,1.0,0.0,11.0,Belgrano,0
Belgrano,24.0,1.0,0.0,4.0,1.0,11.0,3.0,0.0,2.0,3.0,0.49,323.0,51.0,1.0,0.25,10.0,4.0,1.0,0.0,0.0,0.0,10.0,Estudiantes de La Plata,3
San Martin de San Juan,24.0,1.0,1.0,6.0,3.0,17.0,3.0,0.0,3.0,2.0,0.46,257.0,9.0,1.2,0.5,9.0,5.0,3.0,0.0,1.0,0.0,9.0,Lanus,1
Lanus,24.0,1.0,0.0,9.0,5.0,9.0,3.0,0.0,3.0,12.0,0.54,337.0,11.0,1.0,0.5555555555555556,6.0,3.0,3.0,0.0,1.0,1.0,17.0,San Martin de San Juan,1
Temperley,24.0,2.0,1.0,10.0,4.0,20.0,6.0,3.0,0.0,1.0,0.44,254.0,10.0,1.2,0.4,8.0,4.0,1.0,0.0,4.0,3.0,13.0,Velez Sarsfield,0
Velez Sarsfield,24.0,4.0,3.0,8.0,4.0,13.0,1.0,0.0,3.0,1.0,0.56,354.0,32.0,1.0,0.5,10.0,4.0,6.0,3.0,2.0,1.0,20.0,Temperley,3
Talleres,24.0,2.0,2.0,16.0,8.0,14.0,0.0,0.0,3.0,11.0,0.58,373.0,10.0,1.2,0.5,5.0,0.0,1.0,0.0,0.0,0.0,15.0,Gimnasia LP,3
Gimnasia LP,24.0,0.0,0.0,5.0,0.0,15.0,1.0,0.0,1.0,4.0,0.42,188.0,35.0,1.0,0.0,16.0,8.0,0.0,0.0,2.0,2.0,14.0,Talleres,0
Banfield,24.0,1.0,1.0,11.0,5.0,9.0,1.0,0.0,1.0,7.0,0.47,207.0,8.0,1.2,0.45454545454545453,13.0,4.0,1.0,0.0,1.0,1.0,13.0,Godoy Cruz,1
Godoy Cruz,24.0,1.0,1.0,13.0,4.0,13.0,1.0,0.0,2.0,6.0,0.53,230.0,38.0,1.0,0.3076923076923077,11.0,5.0,1.0,0.0,1.0,1.0,9.0,Banfield,1
San Lorenzo,24.0,1.0,1.0,13.0,1.0,11.0,1.0,0.0,9.0,7.0,0.48,294.0,12.0,1.2,0.07692307692307693,11.0,2.0,4.0,0.0,0.0,0.0,20.0,Chacarita,3
Chacarita,24.0,0.0,0.0,11.0,2.0,20.0,4.0,0.0,2.0,3.0,0.52,327.0,5.0,1.0,0.18181818181818182,13.0,1.0,1.0,0.0,1.0,1.0,11.0,San Lorenzo,0
Tigre,24.0,0.0,0.0,16.0,6.0,21.0,7.0,0.0,3.0,7.0,0.55,311.0,8.0,1.2,0.375,16.0,7.0,2.0,0.0,2.0,0.0,13.0,Huracan,0
Huracan,24.0,2.0,0.0,16.0,7.0,13.0,2.0,0.0,2.0,6.0,0.45,201.0,9.0,1.0,0.4375,16.0,6.0,7.0,0.0,0.0,0.0,21.0,Tigre,3
Rosario Central,24.0,0.0,0.0,7.0,1.0,19.0,3.0,0.0,3.0,2.0,0.45,193.0,9.0,1.2,0.14285714285714285,18.0,7.0,5.0,0.0,2.0,1.0,16.0,Racing Club,0
Racing Club,24.0,2.0,1.0,18.0,7.0,16.0,5.0,0.0,2.0,3.0,0.55,274.0,20.0,1.0,0.3888888888888889,7.0,1.0,3.0,0.0,0.0,0.0,19.0,Rosario Central,3
Atletico Tucuman,24.0,0.0,0.0,10.0,2.0,9.0,1.0,0.0,3.0,1.0,0.56,321.0,5.0,1.2,0.2,5.0,1.0,2.0,0.0,0.0,0.0,9.0,Union Santa Fe,1
Union Santa Fe,24.0,0.0,0.0,5.0,1.0,9.0,2.0,0.0,2.0,3.0,0.44,193.0,14.0,1.0,0.2,10.0,2.0,1.0,0.0,0.0,0.0,9.0,Atletico Tucuman,1
Arsenal,24.0,0.0,0.0,13.0,5.0,13.0,1.0,0.0,1.0,3.0,0.44,238.0,21.0,1.2,0.38461538461538464,17.0,7.0,4.0,0.0,3.0,2.0,18.0,River Plate,0
River Plate,24.0,3.0,2.0,17.0,7.0,18.0,4.0,0.0,6.0,6.0,0.56,387.0,8.0,1.0,0.4117647058823529,13.0,5.0,1.0,0.0,0.0,0.0,13.0,Arsenal,3
Boca Juniors,24.0,3.0,3.0,10.0,6.0,10.0,3.0,0.0,0.0,0.0,0.48,326.0,19.0,1.2,0.6,5.0,3.0,5.0,0.0,1.0,1.0,22.0,Newell's Old Boys,3
Newell's Old Boys,24.0,1.0,1.0,5.0,3.0,22.0,5.0,0.0,0.0,2.0,0.52,395.0,5.0,1.0,0.6,10.0,6.0,3.0,0.0,3.0,3.0,10.0,Boca Juniors,0
Colon,24.0,4.0,3.0,15.0,8.0,12.0,2.0,0.0,1.0,5.0,0.52,285.0,28.0,1.2,0.5333333333333333,9.0,2.0,4.0,0.0,0.0,0.0,10.0,Patronato,3
Patronato,24.0,0.0,0.0,9.0,2.0,10.0,4.0,0.0,1.0,4.0,0.48,280.0,12.0,1.0,0.2222222222222222,15.0,8.0,2.0,0.0,4.0,3.0,12.0,Colon,0
Independiente,24.0,0.0,0.0,11.0,3.0,13.0,2.0,0.0,4.0,4.0,0.63,406.0,31.0,1.2,0.2727272727272727,11.0,4.0,4.0,0.0,1.0,0.0,19.0,Defensa y Justicia,0
Defensa y Justicia,24.0,1.0,0.0,11.0,4.0,19.0,4.0,0.0,1.0,4.0,0.37,149.0,20.0,1.0,0.36363636363636365,11.0,3.0,2.0,0.0,0.0,0.0,13.0,Independiente,3
Chacarita,25.0,1.0,0.0,18.0,4.0,8.0,1.0,0.0,1.0,8.0,0.68,422.0,12.0,1.2,0.2222222222222222,7.0,4.0,3.0,1.0,2.0,2.0,18.0,Temperley,0
Temperley,25.0,2.0,2.0,7.0,4.0,18.0,3.0,1.0,5.0,3.0,0.32,93.0,18.0,1.0,0.5714285714285714,18.0,4.0,1.0,0.0,1.0,0.0,8.0,Chacarita,3
Godoy Cruz,25.0,2.0,2.0,6.0,3.0,21.0,2.0,0.0,2.0,7.0,0.44,170.0,20.0,1.2,0.5,7.0,1.0,3.0,2.0,0.0,0.0,17.0,San Martin de San Juan,3
San Martin de San Juan,25.0,0.0,0.0,7.0,1.0,17.0,3.0,2.0,2.0,1.0,0.56,254.0,9.0,1.0,0.14285714285714285,6.0,3.0,2.0,0.0,2.0,2.0,21.0,Godoy Cruz,0
Defensa y Justicia,25.0,3.0,1.0,15.0,4.0,6.0,1.0,0.0,2.0,6.0,0.37,165.0,5.0,1.2,0.26666666666666666,9.0,6.0,3.0,0.0,1.0,1.0,10.0,Rosario Central,3
Rosario Central,25.0,1.0,1.0,9.0,6.0,10.0,3.0,0.0,1.0,7.0,0.63,420.0,10.0,1.0,0.6666666666666666,15.0,4.0,1.0,0.0,3.0,1.0,6.0,Defensa y Justicia,0
Velez Sarsfield,25.0,1.0,1.0,16.0,7.0,13.0,2.0,0.0,1.0,6.0,0.59,291.0,35.0,1.2,0.4375,6.0,2.0,3.0,0.0,0.0,0.0,18.0,Banfield,3
Banfield,25.0,0.0,0.0,6.0,2.0,18.0,3.0,0.0,3.0,5.0,0.41,146.0,8.0,1.0,0.3333333333333333,16.0,7.0,2.0,0.0,1.0,1.0,13.0,Velez Sarsfield,0
Newell's Old Boys,25.0,0.0,0.0,18.0,2.0,15.0,3.0,0.0,1.0,8.0,0.6,385.0,3.0,1.2,0.1111111111111111,11.0,3.0,2.0,0.0,1.0,1.0,8.0,Independiente,0
Independiente,25.0,1.0,1.0,11.0,3.0,8.0,2.0,0.0,2.0,2.0,0.4,180.0,19.0,1.0,0.2727272727272727,18.0,2.0,3.0,0.0,0.0,0.0,15.0,Newell's Old Boys,3
Lanus,25.0,0.0,0.0,11.0,5.0,11.0,2.0,0.0,0.0,4.0,0.47,258.0,39.0,1.2,0.45454545454545453,12.0,4.0,4.0,0.0,0.0,0.0,21.0,Argentinos Jrs.,1
Argentinos Jrs.,25.0,0.0,0.0,12.0,4.0,21.0,4.0,0.0,3.0,4.0,0.53,323.0,19.0,1.0,0.3333333333333333,11.0,5.0,2.0,0.0,0.0,0.0,11.0,Lanus,1
Huracan,25.0,3.0,2.0,11.0,5.0,11.0,2.0,0.0,0.0,5.0,0.42,140.0,53.0,1.2,0.45454545454545453,16.0,6.0,3.0,1.0,2.0,1.0,18.0,Atletico Tucuman,3
Atletico Tucuman,25.0,2.0,1.0,16.0,6.0,18.0,3.0,1.0,2.0,5.0,0.58,306.0,15.0,1.0,0.375,11.0,5.0,2.0,0.0,3.0,2.0,11.0,Huracan,0
Patronato,25.0,0.0,0.0,10.0,1.0,17.0,2.0,1.0,0.0,3.0,0.47,197.0,16.0,1.2,0.1,17.0,7.0,3.0,1.0,0.0,0.0,13.0,San Lorenzo,1
San Lorenzo,25.0,0.0,0.0,17.0,7.0,13.0,3.0,1.0,1.0,5.0,0.53,267.0,13.0,1.0,0.4117647058823529,10.0,1.0,2.0,1.0,0.0,0.0,17.0,Patronato,1
Belgrano,25.0,1.0,1.0,20.0,7.0,11.0,1.0,0.0,1.0,11.0,0.46,171.0,36.0,1.2,0.35,12.0,2.0,4.0,0.0,0.0,0.0,11.0,Colon,3
Colon,25.0,0.0,0.0,12.0,2.0,11.0,4.0,0.0,3.0,7.0,0.54,260.0,10.0,1.0,0.16666666666666666,20.0,7.0,1.0,0.0,1.0,1.0,11.0,Belgrano,0
Union Santa Fe,25.0,3.0,3.0,17.0,5.0,17.0,3.0,0.0,0.0,4.0,0.39,181.0,20.0,1.2,0.29411764705882354,5.0,4.0,0.0,0.0,0.0,0.0,11.0,Talleres,3
Talleres,25.0,0.0,0.0,5.0,4.0,11.0,0.0,0.0,2.0,4.0,0.61,437.0,12.0,1.0,0.8,17.0,5.0,3.0,0.0,3.0,3.0,17.0,Union Santa Fe,0
Olimpo,25.0,1.0,1.0,14.0,7.0,14.0,2.0,0.0,3.0,6.0,0.49,288.0,10.0,1.2,0.5,16.0,8.0,1.0,0.0,5.0,4.0,9.0,Tigre,0
Tigre,25.0,5.0,4.0,16.0,8.0,9.0,1.0,0.0,1.0,4.0,0.51,321.0,8.0,1.0,0.5,14.0,7.0,2.0,0.0,1.0,1.0,14.0,Olimpo,3
San Martin de San Juan,26.0,0.0,0.0,11.0,4.0,16.0,2.0,0.0,1.0,0.0,0.46,301.0,17.0,1.2,0.36363636363636365,13.0,7.0,2.0,0.0,2.0,2.0,21.0,Velez Sarsfield,0
Velez Sarsfield,26.0,2.0,2.0,13.0,7.0,21.0,2.0,0.0,1.0,5.0,0.54,382.0,17.0,1.0,0.5384615384615384,11.0,4.0,2.0,0.0,0.0,0.0,16.0,San Martin de San Juan,3
San Lorenzo,26.0,2.0,0.0,12.0,6.0,13.0,3.0,0.0,2.0,3.0,0.49,257.0,28.0,1.2,0.5,13.0,3.0,4.0,0.0,0.0,0.0,11.0,Belgrano,3
Belgrano,26.0,0.0,0.0,13.0,3.0,11.0,4.0,0.0,6.0,7.0,0.51,302.0,16.0,1.0,0.23076923076923078,12.0,6.0,3.0,0.0,2.0,0.0,13.0,San Lorenzo,0
Argentinos Jrs.,26.0,1.0,0.0,17.0,8.0,12.0,1.0,0.0,2.0,7.0,0.62,336.0,23.0,1.2,0.47058823529411764,10.0,4.0,1.0,0.0,2.0,1.0,16.0,Godoy Cruz,0
Godoy Cruz,26.0,2.0,1.0,10.0,4.0,16.0,1.0,0.0,1.0,8.0,0.38,107.0,16.0,1.0,0.4,17.0,8.0,1.0,0.0,1.0,0.0,12.0,Argentinos Jrs.,3
Arsenal,26.0,4.0,2.0,22.0,10.0,12.0,1.0,0.0,1.0,4.0,0.47,214.0,13.0,1.2,0.45454545454545453,13.0,5.0,2.0,1.0,0.0,0.0,11.0,Rosario Central,3
Rosario Central,26.0,0.0,0.0,13.0,5.0,11.0,2.0,1.0,2.0,9.0,0.53,268.0,61.0,1.0,0.38461538461538464,22.0,10.0,1.0,0.0,4.0,2.0,12.0,Arsenal,0
Newell's Old Boys,26.0,1.0,1.0,10.0,3.0,15.0,4.0,0.0,2.0,6.0,0.47,258.0,11.0,1.2,0.3,9.0,0.0,1.0,0.0,0.0,0.0,11.0,Defensa y Justicia,3
Defensa y Justicia,26.0,0.0,0.0,9.0,0.0,11.0,1.0,0.0,0.0,2.0,0.53,314.0,45.0,1.0,0.0,10.0,3.0,4.0,0.0,1.0,1.0,15.0,Newell's Old Boys,0
Talleres,26.0,0.0,0.0,19.0,3.0,14.0,2.0,0.0,1.0,9.0,0.64,366.0,14.0,1.2,0.15789473684210525,11.0,3.0,4.0,0.0,0.0,0.0,16.0,Huracan,1
Huracan,26.0,0.0,0.0,11.0,3.0,16.0,4.0,0.0,0.0,6.0,0.36,125.0,14.0,1.0,0.2727272727272727,19.0,3.0,2.0,0.0,0.0,0.0,14.0,Talleres,1
Atletico Tucuman,26.0,1.0,0.0,12.0,4.0,19.0,0.0,0.0,1.0,9.0,0.55,252.0,33.0,1.2,0.3333333333333333,15.0,7.0,3.0,0.0,1.0,0.0,16.0,Olimpo,1
Olimpo,26.0,1.0,0.0,15.0,7.0,16.0,3.0,0.0,0.0,8.0,0.45,160.0,19.0,1.0,0.4666666666666667,12.0,4.0,0.0,0.0,1.0,0.0,19.0,Atletico Tucuman,1
Temperley,26.0,1.0,1.0,13.0,4.0,22.0,3.0,0.0,0.0,1.0,0.52,227.0,17.0,1.2,0.3076923076923077,10.0,5.0,3.0,1.0,2.0,1.0,15.0,Patronato,0
Patronato,26.0,2.0,1.0,10.0,5.0,15.0,3.0,1.0,2.0,6.0,0.48,174.0,41.0,1.0,0.5,13.0,4.0,3.0,0.0,1.0,1.0,22.0,Temperley,3
Independiente,26.0,2.0,2.0,7.0,2.0,6.0,2.0,1.0,0.0,8.0,0.62,379.0,11.0,1.2,0.2857142857142857,12.0,5.0,3.0,0.0,2.0,1.0,16.0,Gimnasia LP,1
Gimnasia LP,26.0,2.0,1.0,12.0,5.0,16.0,3.0,0.0,1.0,2.0,0.38,161.0,48.0,1.0,0.4166666666666667,7.0,2.0,2.0,1.0,2.0,2.0,6.0,Independiente,1
Tigre,26.0,0.0,0.0,15.0,6.0,18.0,1.0,0.0,1.0,3.0,0.52,348.0,18.0,1.2,0.4,16.0,4.0,2.0,0.0,0.0,0.0,14.0,Lanus,1
Lanus,26.0,0.0,0.0,16.0,4.0,14.0,2.0,0.0,2.0,5.0,0.48,301.0,3.0,1.0,0.25,15.0,6.0,1.0,0.0,0.0,0.0,18.0,Tigre,1
Boca Juniors,26.0,2.0,2.0,11.0,5.0,5.0,0.0,0.0,2.0,7.0,0.57,368.0,17.0,1.2,0.45454545454545453,13.0,2.0,0.0,0.0,0.0,0.0,12.0,Union Santa Fe,3
Union Santa Fe,26.0,0.0,0.0,13.0,2.0,12.0,0.0,0.0,0.0,4.0,0.43,208.0,4.0,1.0,0.15384615384615385,11.0,5.0,0.0,0.0,2.0,2.0,5.0,Boca Juniors,0
Estudiantes de La Plata,26.0,1.0,1.0,16.0,5.0,13.0,3.0,0.0,2.0,14.0,0.53,229.0,20.0,1.2,0.3125,9.0,4.0,1.0,1.0,2.0,1.0,13.0,Racing Club,0
Racing Club,26.0,2.0,1.0,9.0,4.0,13.0,1.0,1.0,1.0,0.0,0.47,220.0,5.0,1.0,0.4444444444444444,16.0,5.0,3.0,0.0,1.0,1.0,13.0,Estudiantes de La Plata,3
Banfield,26.0,2.0,2.0,14.0,2.0,17.0,2.0,0.0,3.0,6.0,0.49,238.0,14.0,1.2,0.14285714285714285,7.0,3.0,1.0,0.0,1.0,0.0,17.0,Chacarita,3
Chacarita,26.0,1.0,0.0,7.0,3.0,17.0,1.0,0.0,1.0,5.0,0.51,256.0,8.0,1.0,0.42857142857142855,14.0,2.0,2.0,0.0,2.0,2.0,17.0,Banfield,0
Colon,26.0,0.0,0.0,13.0,2.0,11.0,1.0,0.0,3.0,7.0,0.42,249.0,23.0,1.2,0.15384615384615385,16.0,7.0,2.0,0.0,0.0,0.0,15.0,River Plate,1
River Plate,26.0,0.0,0.0,16.0,7.0,15.0,2.0,0.0,0.0,6.0,0.58,420.0,17.0,1.0,0.4375,13.0,2.0,1.0,0.0,0.0,0.0,11.0,Colon,1
Racing Club,25.0,2.0,2.0,17.0,4.0,5.0,2.0,0.0,1.0,13.0,0.65,389.0,10.0,1.2,0.23529411764705882,7.0,1.0,5.0,0.0,0.0,0.0,19.0,Arsenal,3
Arsenal,25.0,0.0,0.0,7.0,1.0,19.0,5.0,0.0,1.0,2.0,0.35,123.0,19.0,1.0,0.14285714285714285,17.0,4.0,2.0,0.0,2.0,2.0,5.0,Racing Club,0
Gimnasia LP,25.0,2.0,2.0,12.0,3.0,22.0,3.0,0.0,2.0,8.0,0.48,206.0,23.0,1.2,0.25,6.0,3.0,3.0,0.0,2.0,1.0,16.0,Boca Juniors,1
Boca Juniors,25.0,2.0,1.0,6.0,3.0,16.0,3.0,0.0,0.0,1.0,0.52,251.0,10.0,1.0,0.5,12.0,3.0,3.0,0.0,2.0,2.0,22.0,Gimnasia LP,1
River Plate,25.0,2.0,2.0,23.0,10.0,10.0,2.0,0.0,0.0,7.0,0.57,380.0,12.0,1.2,0.43478260869565216,13.0,3.0,2.0,0.0,0.0,0.0,11.0,Estudiantes de La Plata,3
Estudiantes de La Plata,25.0,0.0,0.0,13.0,3.0,11.0,2.0,0.0,1.0,10.0,0.43,238.0,21.0,1.0,0.23076923076923078,23.0,10.0,2.0,0.0,2.0,2.0,10.0,River Plate,0
Chacarita,27.0,1.0,1.0,15.0,3.0,15.0,3.0,0.0,0.0,2.0,0.55,341.0,8.0,1.2,0.2,17.0,6.0,3.0,0.0,4.0,3.0,10.0,San Martin de San Juan,0
San Martin de San Juan,27.0,4.0,3.0,17.0,6.0,10.0,3.0,0.0,3.0,1.0,0.45,207.0,15.0,1.0,0.35294117647058826,15.0,3.0,3.0,0.0,1.0,1.0,15.0,Chacarita,3
Lanus,27.0,0.0,0.0,13.0,5.0,9.0,1.0,0.0,1.0,4.0,0.54,261.0,12.0,1.2,0.38461538461538464,7.0,1.0,3.0,0.0,0.0,0.0,14.0,Atletico Tucuman,1
Atletico Tucuman,27.0,0.0,0.0,7.0,1.0,14.0,3.0,0.0,2.0,5.0,0.46,192.0,24.0,1.0,0.14285714285714285,13.0,5.0,1.0,0.0,0.0,0.0,9.0,Lanus,1
Huracan,27.0,3.0,2.0,28.0,10.0,12.0,3.0,0.0,1.0,6.0,0.51,220.0,10.0,1.2,0.35714285714285715,16.0,9.0,3.0,0.0,3.0,2.0,15.0,Boca Juniors,1
Boca Juniors,27.0,3.0,2.0,16.0,9.0,15.0,3.0,0.0,0.0,9.0,0.49,223.0,14.0,1.0,0.5625,28.0,10.0,3.0,0.0,3.0,2.0,12.0,Huracan,1
Patronato,27.0,0.0,0.0,9.0,4.0,15.0,3.0,0.0,1.0,1.0,0.5,199.0,3.0,1.2,0.4444444444444444,15.0,4.0,2.0,0.0,0.0,0.0,12.0,Banfield,1
Banfield,27.0,0.0,0.0,15.0,4.0,12.0,2.0,0.0,3.0,5.0,0.5,209.0,11.0,1.0,0.26666666666666666,9.0,4.0,3.0,0.0,0.0,0.0,15.0,Patronato,1
Defensa y Justicia,27.0,2.0,2.0,14.0,5.0,15.0,3.0,0.0,3.0,7.0,0.57,288.0,1.0,1.2,0.35714285714285715,7.0,2.0,3.0,0.0,0.0,0.0,10.0,Arsenal,3
Arsenal,27.0,0.0,0.0,7.0,2.0,10.0,3.0,0.0,0.0,2.0,0.43,154.0,20.0,1.0,0.2857142857142857,14.0,5.0,3.0,0.0,2.0,2.0,15.0,Defensa y Justicia,0
Olimpo,27.0,2.0,2.0,11.0,5.0,21.0,4.0,0.0,3.0,7.0,0.49,164.0,8.0,1.2,0.45454545454545453,13.0,5.0,1.0,0.0,2.0,1.0,13.0,Talleres,1
Talleres,27.0,2.0,1.0,13.0,5.0,13.0,1.0,0.0,3.0,5.0,0.51,213.0,18.0,1.0,0.38461538461538464,11.0,5.0,4.0,0.0,2.0,2.0,21.0,Olimpo,1
Union Santa Fe,27.0,1.0,1.0,7.0,4.0,13.0,1.0,0.0,3.0,4.0,0.41,174.0,20.0,1.2,0.5714285714285714,5.0,1.0,6.0,0.0,0.0,0.0,14.0,Independiente,3
Independiente,27.0,0.0,0.0,5.0,1.0,14.0,6.0,0.0,5.0,4.0,0.59,371.0,18.0,1.0,0.2,7.0,4.0,1.0,0.0,1.0,1.0,13.0,Union Santa Fe,0
Belgrano,27.0,2.0,0.0,25.0,9.0,16.0,4.0,0.0,2.0,4.0,0.56,236.0,5.0,1.2,0.36,8.0,3.0,6.0,0.0,3.0,2.0,16.0,Temperley,0
Temperley,27.0,3.0,2.0,8.0,3.0,16.0,6.0,0.0,5.0,2.0,0.44,148.0,7.0,1.0,0.375,25.0,9.0,4.0,0.0,2.0,0.0,16.0,Belgrano,3
Godoy Cruz,27.0,2.0,2.0,12.0,6.0,13.0,0.0,1.0,0.0,4.0,0.42,231.0,16.0,1.2,0.5,13.0,4.0,2.0,0.0,0.0,0.0,15.0,Tigre,3
Tigre,27.0,0.0,0.0,13.0,4.0,15.0,2.0,0.0,4.0,2.0,0.58,373.0,37.0,1.0,0.3076923076923077,12.0,6.0,0.0,1.0,2.0,2.0,13.0,Godoy Cruz,0
Velez Sarsfield,27.0,1.0,1.0,12.0,3.0,19.0,2.0,0.0,0.0,4.0,0.59,291.0,8.0,1.2,0.25,6.0,2.0,4.0,0.0,1.0,1.0,22.0,Argentinos Jrs.,1
Argentinos Jrs.,27.0,1.0,1.0,6.0,2.0,22.0,4.0,0.0,1.0,3.0,0.41,127.0,25.0,1.0,0.3333333333333333,12.0,3.0,2.0,0.0,1.0,1.0,19.0,Velez Sarsfield,1
Rosario Central,27.0,1.0,0.0,13.0,3.0,19.0,2.0,0.0,4.0,2.0,0.56,368.0,7.0,1.2,0.23076923076923078,14.0,3.0,4.0,0.0,1.0,1.0,13.0,Estudiantes de La Plata,1
Estudiantes de La Plata,27.0,1.0,1.0,14.0,3.0,13.0,4.0,0.0,4.0,5.0,0.44,206.0,35.0,1.0,0.21428571428571427,13.0,3.0,2.0,0.0,1.0,0.0,19.0,Rosario Central,1
Racing Club,27.0,1.0,0.0,18.0,7.0,12.0,1.0,0.0,3.0,12.0,0.62,321.0,10.0,1.2,0.3888888888888889,9.0,5.0,5.0,0.0,3.0,1.0,23.0,Colon,0
Colon,27.0,3.0,1.0,9.0,5.0,23.0,5.0,0.0,2.0,5.0,0.38,106.0,43.0,1.0,0.5555555555555556,18.0,7.0,1.0,0.0,1.0,0.0,12.0,Racing Club,3
River Plate,27.0,2.0,1.0,12.0,5.0,11.0,2.0,0.0,2.0,6.0,0.61,418.0,12.0,1.2,0.4166666666666667,12.0,2.0,3.0,0.0,0.0,0.0,14.0,San Lorenzo,3
San Lorenzo,27.0,0.0,0.0,12.0,2.0,14.0,3.0,0.0,6.0,6.0,0.39,188.0,42.0,1.0,0.16666666666666666,12.0,5.0,2.0,0.0,2.0,1.0,11.0,River Plate,0
Gimnasia LP,27.0,2.0,2.0,17.0,3.0,14.0,2.0,0.0,1.0,3.0,0.39,143.0,6.0,1.2,0.17647058823529413,10.0,3.0,2.0,0.0,0.0,0.0,17.0,Newell's Old Boys,3
Newell's Old Boys,27.0,0.0,0.0,10.0,3.0,17.0,2.0,0.0,4.0,5.0,0.61,318.0,30.0,1.0,0.3,17.0,3.0,2.0,0.0,2.0,2.0,14.0,Gimnasia LP,0
